suttacode	pts	english_title	pali_title	nikayacode	collection_name	chaptercode	chapter_name	vagga	samyutta	section	main_theme	subtopic	summary	key_excerpt1	key_excerpt2	similes	stage	training	aspect	teacher	audience	method	length	prominence	formulas	nikayas_parallels	āgamas_parallels	taisho_parallels	sanskrit_parallels	vinaya_parallels	others_parallels	partial_parallels_nā	partial_parallels_all	suggested_suttas	suttacentral	dhamma.gift	thebuddhaswords	dhammapearls	bw_legacy								
AN9.1	A iv 351	Awakening	Sambodhi	AN	Aṅguttara Nikāya	AN9	Awakening	Sambodhivagga		AN9.1-10	Awakening	Awakening conditions	Beginning with good friendship, the Buddha  teaches nine things that give rise to the qualities that lead to awakening.	Have  good friends, ethics,  talk about self-effacement, energy, wisdom, develop the perception of ugliness, love, mindfulness of breathing and perception of impermanence	Talk about fewness of wishes, contentment, seclusion, aloofness, arousing energy, ethics, immersion, wisdom, freedom, and the knowledge and vision of freedom.		Beginning	Paññā	Practical	Buddha	Bhikkhus	Lecture	Detail	High			MA57					MA57	MA57	AN10.69	https://suttacentral.net/an9.1/en/sujato	https://dhamma.gift/read/?q=an9.1	https://thebuddhaswords.net/an/an9.1.html		https://find.dhamma.gift/bw/an/an9.1.html#content								
AN9.10	A iv 373	Persons	Puggala	AN	Aṅguttara Nikāya	AN9	Awakening	Sambodhivagga		AN9.1-10	Noble ones	Noble ones types	Ten persons who are worthy	Fully awakened Buddha ; a Buddha  awakened for themselves; one freed both ways; one freed by wisdom; a personal witness; one attained to view; one freed by faith; a follower by faith; a follower of the teachings; a member of the spiritual family	Nine people are worthy of offerings dedicated to the gods, worthy of hospitality, worthy of a religious donation, worthy of greeting with joined palms, and are the supreme field of merit for the world		Beginning	Paññā	Practical	Sariputta	Bhikkhus	Lecture	Brief	Medium		AN10.16	EA44.8					AN10.16; EA44.8	AN10.16; EA44.8		https://suttacentral.net/an9.10/en/sujato	https://dhamma.gift/read/?q=an9.10	https://thebuddhaswords.net/an/an9.10.html		https://find.dhamma.gift/bw/an/an9.10.html#content								
AN9.11	A iv 373	Sāriputta’s Lion’s Roar	Sīhanāda	AN	Aṅguttara Nikāya	AN9	Lion’s Roar	Sīhanādvagga		AN9.11-20	Mindfulness	Sariputta qualities	After the rains season, Sāriputta takes leave of the Buddha . Another monk falsely accuses Sāriputta of hitting him before leaving. The Buddha  calls Sāriputta to answer the accusation. Before the saṅgha, Sāriputta denies it, uttering a powerful statement of spiritual prowess.	Being mindful of the body brings equanimity  like earth, water, fire and air, rags, humble, harmless, disgusted and repelled  by the body	I live with a heart like the earth, abundant, expansive, limitless, free of enmity and ill will. , and I’m horrified, repelled, and disgusted by this rotten body, that’s leaking and oozing from holes and cracks	Repulsive of corpse hung around the neck , like being horrified by the body	Final	Paññā	Training	Sariputta	Bhikkhus	Lecture	Detail	High			EA37.6; MA24					EA37.6; MA24	EA37.6; MA24		https://suttacentral.net/an9.11/en/sujato	https://dhamma.gift/read/?q=an9.11	https://thebuddhaswords.net/an/an9.11.html		https://find.dhamma.gift/bw/an/an9.11.html#content								
AN9.12	A iv 378	With Something Left Over	Saupādisesa	AN	Aṅguttara Nikāya	AN9	Lion’s Roar	Sīhanādvagga		AN9.11-20	Noble ones	Noble ones types	Sāriputta visits some wanderers, who claim that only perfected ones are free from bad rebirth. Sāriputta has no opinion on this, but asks the Buddha , who replies that even stream-enterers are freed from lower rebirth	Anagamis extinguished between one life and the next, extinguished upon landing, extinguished without extra effort, with extra effort and going to the akaniṭṭha realm, non returner, 3 levels of stream enters	 I have not felt the need to give this exposition of the teaching to the monks, nuns, laymen, and laywomen. Why Is that? For I didn’t want those who heard it to introduce negligence. 		Final	Paññā	Doctrinal	Buddha	Bhikkhus	Lecture	Detail											AN7.16, AN7.17, AN7.18, AN7.19	https://suttacentral.net/an9.12/en/sujato	https://dhamma.gift/read/?q=an9.12	https://thebuddhaswords.net/an/an9.12.html		https://find.dhamma.gift/bw/an/an9.12.html#content								
AN9.13	A iv 382	Kotthita	Koṭṭhika	AN	Aṅguttara Nikāya	AN9	Lion’s Roar	Sīhanādvagga		AN9.11-20	Spirituality	Purpose right	Venerables Mahākoṭṭhita and Sāriputta discuss whether the spiritual path is for the purpose of changing the results of deeds	The holy life is lived, not with the purpose of altering the results of past actions in 9 ways but with the purpose of gaining direct knowledge of the four noble truths.	Life is lived under the Buddha  to know, see, attain, realize, and comprehend the 4 noble truths		Final	Paññā	Doctrinal	Sariputta	Bhikkhus	qa	Detail	Medium		MN9	MA29; SA344		SF172			MA29; SA344; MN9; MN101	MA29; SA344; MN9; SF172; MN101:16.1-#20.3	MN9, MN101	https://suttacentral.net/an9.13/en/sujato	https://dhamma.gift/read/?q=an9.13	https://thebuddhaswords.net/an/an9.13.html		https://find.dhamma.gift/bw/an/an9.13.html#content								
AN9.14	A iv 385	With Samiddhi	Samiddhi	AN	Aṅguttara Nikāya	AN9	Lion’s Roar	Sīhanādvagga		AN9.11-20	Dependent origination	Thoughts and intentions	Sāriputta questions venerable samiddhi on the basis of intentions and thoughts	Thoughts & resolves arise based on name and form, become diversified in the elements, contact is their origin, feeling is their meeting place, samadhi is their chief, mindfulness is their ruler, wisdom is their overseer, freedom is their core, and culminate in the deathless	, good, samiddhi! It’s Good that you answered each question. But don’t get conceited because of that.”		Final	Paññā	Doctrinal	Sariputta	Bhikkhus	qa	Brief	High											https://suttacentral.net/an9.14/en/sujato	https://dhamma.gift/read/?q=an9.14	https://thebuddhaswords.net/an/an9.14.html		https://find.dhamma.gift/bw/an/an9.14.html#content								
AN9.15	A iv 386	Simile Of The Boil	Gaṇḍa	AN	Aṅguttara Nikāya	AN9	Lion’s Roar	Sīhanādvagga		AN9.11-20	Disenchantment	Repulsive of the body	The body is compared to a boil with nine orifices	"Body is like a boil has nine orifices that are continually open wounds. 
Whatever oozes out of them is filthy, stinking, and disgusting"	This body made up of the four primary elements, produced by mother and father, built up from rice and porridge, liable to impermanence, to wearing away and erosion, to breaking up and destruction	Boil with 9 orifices, like the body	Beginning	Paññā	Practical	Buddha	Bhikkhus	Lecture	Brief								EA-2.29		EA-2.29		https://suttacentral.net/an9.15/en/sujato	https://dhamma.gift/read/?q=an9.15	https://thebuddhaswords.net/an/an9.15.html		https://find.dhamma.gift/bw/an/an9.15.html#content								
AN9.16	A iv 387	Perceptions	Saññā	AN	Aṅguttara Nikāya	AN9	Lion’s Roar	Sīhanādvagga		AN9.11-20	Meditation	Perceptions to develop	Nine perceptions to be developed in meditation	Ugliness, death, repulsiveness of food, dissatisfaction with the whole world, drawbacks,  impermanence, suffering in impermanence, not-self in suffering, giving up, and fading away	These nine perceptions, when developed and cultivated, are very fruitful and beneficial. They culminate in the deathless and end with the deathless		Final	Paññā	Training	Buddha	Bhikkhus	Lecture	Brief			AN10.56; AN5.61; AN7.48	EA46.9					AN10.56; EA46.9; AN5.61; AN7.48; AN5.121	AN10.56; EA46.9; AN5.61; AN7.48; AN5.121:3.1	AN7.48, AN10.60	https://suttacentral.net/an9.16/en/sujato	https://dhamma.gift/read/?q=an9.16	https://thebuddhaswords.net/an/an9.16.html		https://find.dhamma.gift/bw/an/an9.16.html#content								
AN9.17	A iv 387	Deity	Devatā	AN	Aṅguttara Nikāya	AN9	Lion’s Roar	Sīhanādvagga		AN9.11-20	Encourage	Rebirth in superior realm	Some deities come to the Buddha  and speak of how their practice in their past life was limited and unsatisfactory	We politely rose, bowed, and offered them a seat. We shared as best we could.  listen to the teachings, lent an ear, memorized them, and examined their meaning. Understanding them we  practiced accordingly	Realmhaving fulfilled our duty, free of remorse and regret, we were reborn in a superior realm.’		Intro	Sīla	Practical	Buddha	Bhikkhus	Lecture	Detail	High		AN7.13						AN7.13	AN7.13		https://suttacentral.net/an9.17/en/sujato	https://dhamma.gift/read/?q=an9.17	https://thebuddhaswords.net/an/an9.17.html		https://find.dhamma.gift/bw/an/an9.17.html#content								
AN9.18	A iv 388	Sabbath With Nine Factors	Navaṅguposatha	AN	Aṅguttara Nikāya	AN9	Lion’s Roar	Sīhanādvagga		AN9.11-20	Spirituality	Uposatha duties	Nine factors for a glorious sabbath: the eight precepts and the meditation on love	Eight precepts and the meditation on love	 I will observe the sabbath by doing as the perfected ones do in this respect.		Intro	Sīla	Practical	Buddha	Bhikkhus	Lecture	Detail			AN8.41	EA43.2					AN8.41; EA43.2	AN8.41; EA43.2		https://suttacentral.net/an9.18/en/sujato	https://dhamma.gift/read/?q=an9.18	https://thebuddhaswords.net/an/an9.18.html		https://find.dhamma.gift/bw/an/an9.18.html#content								
AN9.19	A iv 390	Deity	Devatā	AN	Aṅguttara Nikāya	AN9	Lion’s Roar	Sīhanādvagga		AN9.11-20	Encourage	Rebirth in superior realm	Some deities come to the Buddha  and speak of how their practice in their past life was limited and unsatisfactory	We politely rose, bowed, and offered them a seat. We shared as best we could.  listen to the teachings, lent an ear, memorized them, and examined their meaning. Understanding them we  practiced accordingly	Realmhaving fulfilled our duty, free of remorse and regret, we were reborn in a superior realm.’		Intro	Sīla	Practical	Buddha	Bhikkhus	Lecture	Detail												https://suttacentral.net/an9.19/en/sujato	https://dhamma.gift/read/?q=an9.19	https://thebuddhaswords.net/an/an9.19.html		https://find.dhamma.gift/bw/an/an9.19.html#content								
AN9.2	A iv 353	Support	Nissaya	AN	Aṅguttara Nikāya	AN9	Awakening	Sambodhivagga		AN9.1-10	Spirituality	Skillful supports	The things that a mendicant relies on as supports in spiritual practice	Faith, conscience, prudence, energy, and wisdom, after reflection, use, endures, avoids, and gets rid of some things	Supported by these things  gives up the unskillful and develops the skillful, the unskillful is actually given up by them		Beginning	Samādhi	Practical	Buddha	Bhikkhus	Lecture	Brief												https://suttacentral.net/an9.2/en/sujato	https://dhamma.gift/read/?q=an9.2	https://thebuddhaswords.net/an/an9.2.html		https://find.dhamma.gift/bw/an/an9.2.html#content								
AN9.20	A iv 392	About Velāma	Velāma	AN	Aṅguttara Nikāya	AN9	Lion’s Roar	Sīhanādvagga		AN9.11-20	Generosity	Benefits hierarchy	The wealthy and devoted lay supporter anāthapiṇḍika rather curiously says that only poor alms are given in his home. The Buddha  praises gracious and bounteous generosity. But meditation surpasses even the greatest offering	It is more fruitful to feed a noble person, then a Buddha , the Sangha, then to build a dwelling, to go for refuge to triple gem, to take 5 precepts, to develop a heart of love, more fruitful develop the perception of impermanence	Someone might give a gift that’s either coarse or fine.And They give it carefully, thoughtfully, with their own hand. They don’t give the dregs, and they give with consideration for consequences. Then Wherever the result of any such gift manifests, their mind inclines toward enjoyment		Intro	Sīla	Practical	Buddha	Lay followers	Lecture	Detail	Medium			EA27.3; MA155	T72; T73; T74				EA27.3; MA155	EA27.3; MA155; T72; T73; T74		https://suttacentral.net/an9.20/en/sujato	https://dhamma.gift/read/?q=an9.20	https://thebuddhaswords.net/an/an9.20.html		https://find.dhamma.gift/bw/an/an9.20.html#content								
AN9.21	A iv 396	Three Particulars	Tiṭhāna	AN	Aṅguttara Nikāya	AN9	Abodes of Sentient Beings	Sattāvāsvagga		AN9.21-30	Persons types	Persons types	A comparison of the people of india, of uttarakuru, and of the heaven of the thirty-three	Selfless and not possessive. They have a fixed life span. They have a distinctive nature, divine life span, beauty, and happiness, bravery, mindfulness, and the spiritual life	A comparison of the people of india, of uttarakuru, and of the heaven of the thirty-three		Intro	Paññā	Doctrinal	Buddha	Bhikkhus	Lecture	Brief												https://suttacentral.net/an9.21/en/sujato	https://dhamma.gift/read/?q=an9.21	https://thebuddhaswords.net/an/an9.21.html		https://find.dhamma.gift/bw/an/an9.21.html#content								
AN9.22	A iv 397	Wild Colt	Assakhaḷuṅka	AN	Aṅguttara Nikāya	AN9	Abodes of Sentient Beings	Sattāvāsvagga		AN9.21-30	Noble ones	Noble ones types	Nine kinds of horses are compared with nine kinds of monks	A mendicant truly understands 4 noble truths, one with the ending of the five lower fetters, and Arahant can answers questions of dhamma, and receive requisites	This is how a fine thoroughbred person is fast, beautiful, and well proportioned	Horses types like awakened beings types	Final	Paññā	Doctrinal	Buddha	Bhikkhus	Lecture	Detail			AN3.140; AN3.141; AN3.142	SA-2.143; SA-2.144; SA-2.145; SA917; SA918; SA919					AN3.140; SA-2.143; SA917; AN3.141; SA-2.144; SA918; AN3.142; SA-2.145; SA919	AN3.140; SA-2.143; SA917; AN3.141; SA-2.144; SA918; AN3.142; SA-2.145; SA919		https://suttacentral.net/an9.22/en/sujato	https://dhamma.gift/read/?q=an9.22	https://thebuddhaswords.net/an/an9.22.html		https://find.dhamma.gift/bw/an/an9.22.html#content								
AN9.23	A iv 400	Rooted In Craving	Taṇhāmūlaka	AN	Aṅguttara Nikāya	AN9	Abodes of Sentient Beings	Sattāvāsvagga		AN9.21-30	Defilements	Defilements	Nine things that are rooted in craving	Craving is a cause for seeking - gaining material possessions - assessing - desire and lust - attachment - possessiveness - stinginess - violence, lies, stealing, etc	 to safeguarding, many bad, unskillful things come to be: taking up the rod and the sword, quarrels, arguments, and fights, accusations, divisive speech, and lies. 		Intro	Paññā	Doctrinal	Buddha	Bhikkhus	Lecture	Brief	Medium								DN15	DN15:9.1	DN15	https://suttacentral.net/an9.23/en/sujato	https://dhamma.gift/read/?q=an9.23	https://thebuddhaswords.net/an/an9.23.html		https://find.dhamma.gift/bw/an/an9.23.html#content								
AN9.24	A iv 401	Abodes Of Sentient Beings	Sattāvāsa	AN	Aṅguttara Nikāya	AN9	Abodes of Sentient Beings	Sattāvāsvagga		AN9.21-30	Perceptions	Abodes of beings	Nine realms into which sentient beings may be reborn	Diverse in body and diverse in perception, diverse in body and unified in perception, unified in body and diverse in perception, unified in body and unified in perception, non-percipient, dimension of infinite space, infinite consciousness, nothingness, neither perception nor non-perception	These are the nine abodes of sentient beings		Middle	Paññā	Cosmology	Buddha	Bhikkhus	Lecture	Detail		4 arūpas		EA44.1					EA44.1; DN33	EA44.1; DN33:3.2.24-#3.2.41	DN33	https://suttacentral.net/an9.24/en/sujato	https://dhamma.gift/read/?q=an9.24	https://thebuddhaswords.net/an/an9.24.html		https://find.dhamma.gift/bw/an/an9.24.html#content								
AN9.25	A iv 402	Consolidated By Wisdom	Paññā	AN	Aṅguttara Nikāya	AN9	Abodes of Sentient Beings	Sattāvāsvagga		AN9.21-30	Sangha	Arahant qualities	Nine reflections by which a mendicant knows their mind has wisdom	When they know: ‘my mind is without and not liable to become greed, hate and delusion, not liable to return to rebirth in the sensual, luminous nor formless realms	Mind is rightly freed like this, even if compelling sights, sounds … smells … tastes …touches … and thoughts, come into the range of vision they don’t occupy their mind. The Mind remains unaffected	Stone pillar firmly embedded, like arahant mind is steady, imperturbable, observing disappearance.	Final	Paññā	Doctrinal	Buddha	Bhikkhus	Lecture	Detail												https://suttacentral.net/an9.25/en/sujato	https://dhamma.gift/read/?q=an9.25	https://thebuddhaswords.net/an/an9.25.html		https://find.dhamma.gift/bw/an/an9.25.html#content								
AN9.26	A iv 402	Consolidated By Wisdom	Paññā	AN	Aṅguttara Nikāya	AN9	Abodes of Sentient Beings	Sattāvāsvagga		AN9.21-30	Sangha	Arahant qualities	Nine reflections by which a mendicant knows their mind has wisdom	When they know: ‘my mind is without and not liable to become greed, hate and delusion, not liable to return to rebirth in the sensual, luminous nor formless realms	Mind is rightly freed like this, even if compelling sights, sounds … smells … tastes …touches … and thoughts, come into the range of vision they don’t occupy their mind. The Mind remains unaffected	Stone pillar firmly embedded, like arahant mind is steady, imperturbable, observing disappearance.	Final	Paññā	Doctrinal	Buddha	Bhikkhus	Lecture	Detail				SA499					SA499	SA499		https://suttacentral.net/an9.26/en/sujato	https://dhamma.gift/read/?q=an9.26	https://thebuddhaswords.net/an/an9.26.html		https://find.dhamma.gift/bw/an/an9.26.html#content								
